"sp","breeding_site","year","nest","nn","first_egg_laid","incubation_start_datetime","nest_found","end_datetime","end_state","lat","lon","site"
"AMGP","barr",2010,"AMGP230",1,"2010-06-23 05:00:00","2010-06-24 05:00:00","2010-06-28 12:00:00","2010-07-23 05:00:00","h",71.291,-156.649,"known"
"AMGP","barr",2010,"AMGP400",1,"2010-06-08 05:00:00","2010-06-11 05:00:00","2010-06-15 12:00:00","2010-07-10 05:00:00","h",71.29,-156.6463,"known"
"AMGP","barr",2012,"A1001",0,"2012-06-08 19:09:00","2012-06-11 19:09:00","2012-06-15 00:00:00","2012-07-11 06:39:00","h",71.316,-156.656,"known"
"AMGP","barr",2012,"A302",0,"2012-06-18 21:05:00","2012-06-21 21:05:00","2012-06-22 13:20:00","2012-07-03 04:05:00","p",71.3155,-156.644,"known"
"AMGP","barr",2012,"A305",0,"2012-06-19 04:40:00","2012-06-22 04:40:00","2012-06-25 12:04:00","2012-07-15 15:00:00","d",71.3258,-156.635,"known"
"AMGP","barr",2012,"A306",0,"2012-06-15 06:09:00","2012-06-18 06:09:00","2012-06-28 14:23:00","2012-07-17 06:14:00","h",71.3209,-156.604,"known"
"AMGP","barr",2012,"A402",0,"2012-06-19 19:51:00","2012-06-22 19:51:00","2012-06-24 19:30:00","2012-07-13 09:00:00","p",71.3239,-156.625,"known"
"AMGP","barr",2012,"A501",0,"2012-06-08 05:00:00","2012-06-11 05:00:00","2012-06-18 17:00:00","2012-07-09 07:38:00","fl",71.3119,-156.651,"known"
"AMGP","barr",2012,"A701",0,"2012-06-07 05:00:00","2012-06-10 05:00:00","2012-06-10 19:45:00","2012-07-09 09:30:00","fl",71.3174,-156.665,"known"
"AMGP","barr",2012,"A801",0,"2012-06-19 05:00:00","2012-06-22 05:00:00","2012-06-19 13:42:00","2012-07-18 05:16:00","h",71.3216,-156.619,"known"
"AMGP","barr",2013,"A502",0,"2013-06-13 22:46:00","2013-06-16 22:46:00","2013-06-19 12:10:00","2013-07-12 06:50:00","t",71.3231,-156.647,"known"
"AMGP","barr",2013,"A503",0,"2013-06-18 22:26:00","2013-06-21 22:26:00","2013-06-24 11:50:00","2013-07-12 08:03:00","t",71.3205,-156.669,"known"
"AMGP","barr",2013,"A504",0,"2013-06-20 11:07:00","2013-06-23 11:07:00","2013-06-27 20:30:00","2013-07-12 07:35:00","t",71.3157,-156.647,"known"
"AMGP","barr",2013,"A601",0,"2013-06-12 06:19:00","2013-06-15 06:19:00","2013-06-16 11:25:00","2013-07-12 06:20:00","h",71.319,-156.663,"known"
"AMGP","barr",2013,"A602",0,"2013-06-16 05:00:00","2013-06-20 05:00:00","2013-06-16 14:16:00","2013-07-12 08:56:00","t",71.3174,-156.653,"known"
"AMGP","barr",2013,"A701",0,"2013-06-16 01:01:00","2013-06-19 01:01:00","2013-06-19 10:30:00","2013-07-11 19:00:00","t",71.3218,-156.613,"known"
"AMGP","bylo",2012,"AMGPJL09",1,"2012-06-14 05:00:00","2012-06-17 05:00:00","2012-07-04 12:00:00","","u",72.9062,-79.9984,"known"
"AMGP","bylo",2012,"AMGPMT10",1,"2012-06-20 05:00:00","2012-06-24 05:00:00","2012-07-11 12:00:00","2012-07-22 05:00:00","p",72.9113,-79.849,"known"
"AMGP","bylo",2012,"AMGPPR08",1,"2012-06-14 05:00:00","2012-06-17 05:00:00","2012-07-04 12:00:00","","u",72.8904,-79.969,"known"
"AMGP","bylo",2013,"AMGPAB01",1,"2013-06-14 05:00:00","2013-06-17 05:00:00","2013-06-14 12:00:00","","u",73.1553,-79.9256,"known"
"AMGP","bylo",2013,"AMGPER01",1,"2013-06-23 05:00:00","2013-06-26 05:00:00","2013-07-04 12:00:00","2013-07-09 23:30:00","p",72.9106,-79.8628,"known"
"AMGP","bylo",2013,"AMGPJB02",1,"2013-06-15 05:00:00","2013-06-18 05:00:00","2013-06-27 12:00:00","2013-06-29 05:00:00","p",72.9089,-79.9815,"known"
"AMGP","bylo",2013,"AMGPJL04",1,"2013-06-15 05:00:00","2013-06-18 05:00:00","2013-07-04 12:00:00","2013-07-05 05:00:00","p",72.912,-79.8206,"known"
"AMGP","bylo",2013,"AMGPPR01",1,"2013-06-15 05:00:00","2013-06-18 05:00:00","2013-06-16 12:00:00","2013-07-12 05:00:00","p",72.895,-79.8968,"known"
"AMGP","bylo",2013,"AMGPPR09",1,"2013-06-16 05:00:00","2013-06-19 05:00:00","2013-06-27 12:00:00","2013-06-28 19:00:00","p",72.9006,-79.9976,"known"
"AMGP","bylo",2013,"NA-B458",1,"2013-06-15 05:00:00","2013-06-18 05:00:00","","2013-07-02 11:00:00","p",72.9109,-79.8357,"known"
"AMGP","bylo",2013,"NA-B461",1,"2013-06-16 05:00:00","2013-06-19 05:00:00","","2013-07-01 11:00:00","p",72.8776,-79.805,"known"
"AMGP","bylo",2014,"AMGPDL07",1,"2014-06-15 05:00:00","2014-06-18 05:00:00","2014-06-21 12:00:00","2014-07-13 05:00:00","h",72.8986,-79.8861,"known"
"AMGP","bylo",2014,"AMGPDL10",1,"2014-06-17 05:00:00","2014-06-20 05:00:00","2014-06-22 12:00:00","2014-06-24 21:00:00","p",72.8888,-79.9633,"known"
"AMGP","cawr",2012,"AMGP+CAW12",1,"2012-05-30 05:00:00","2012-06-02 05:00:00","","2012-06-27 22:00:00","h",54.0386,-119.3636,"known"
"AMGP","cawr",2013,"AMGP+CAW13",1,"2012-05-31 05:00:00","2012-06-03 05:00:00","","","u",54.0341,-119.3812,"known"
"AMGP","chur",2012,"12AMGP06D",1,"2012-06-08 05:00:00","2012-06-11 05:00:00","2012-06-21 12:00:00","","u",58.6784,-93.8308,"known"
"AMGP","chur",2013,"13AMGP01D",1,"2013-06-04 05:00:00","2013-06-07 05:00:00","2013-06-07 12:00:00","2013-07-05 05:00:00","h",58.6808,-93.8345,"known"
"AMGP","chur",2013,"13AMGP03W",1,"2013-06-07 05:00:00","2013-06-10 05:00:00","2013-06-18 12:00:00","2013-07-05 05:00:00","h",58.7454,-93.9655,"known"
"AMGP","chur",2013,"13AMGP05W",1,"2013-06-05 05:00:00","2013-06-08 05:00:00","2013-06-24 12:00:00","2013-07-04 05:00:00","h",58.6834,-93.8361,"known"
"AMGP","iglo",2013,"AMGP021",1,"2013-06-22 05:00:00","2013-06-25 05:00:00","2013-07-20 12:00:00","2013-07-21 05:00:00","h",69.4122,-81.5116,"known"
"AMGP","iglo",2014,"AMGP.14.053",1,"2014-06-19 05:00:00","2014-06-23 05:00:00","2014-06-28 12:00:00","","u",69.3937,-81.5772,"known"
"AMGP","iglo",2014,"AMGP.14.102",1,"2014-06-21 05:00:00","2014-06-25 05:00:00","2014-06-29 12:00:00","2014-07-16 05:00:00","p",69.394,-81.572,"known"
"AMGP","iglo",2014,"AMGP.14.151",1,"2014-06-19 05:00:00","2014-06-23 05:00:00","2014-06-25 12:00:00","2014-07-13 05:00:00","p",69.3944,-81.5574,"known"
"AMGP","ikpi",2013,"13AMGP003",2,"2013-06-24 05:00:00","2013-06-27 05:00:00","","2013-07-25 05:00:00","h",70.5797,-154.7103,"known"
"AMGP","ikpi",2014,"14PAC005",1,"2014-06-10 05:00:00","2014-06-13 05:00:00","2014-06-12 12:00:00","2014-07-11 05:00:00","h",70.5803,-154.705,"known"
"AMGP","nome",2009,"3343",1,"2009-06-11 05:00:00","2009-06-14 05:00:00","2009-06-26 12:00:00","2009-07-10 05:00:00","h",64.6296,-165.7165,"known"
"AMGP","nome",2010,"09-D10",1,"2010-05-25 07:00:00","2010-05-28 07:00:00","2010-06-18 12:00:00","","u",64.6296,-165.7165,"known"
"AMGP","nome",2010,"10-133",1,"2010-06-07 07:50:00","2010-06-10 07:50:00","2010-06-24 12:00:00","2010-07-05 07:50:00","h",64.82,-166.03,"known"
"AMGP","nome",2011,"3349",1,"2011-05-30 07:00:00","2011-06-02 07:00:00","2011-06-10 12:00:00","","u",64.63,-165.71,"known"
"BARG","north slope",2008,"E-4YWRR",1,"2008-06-09 05:00:00","2008-06-12 05:00:00","","2008-07-03 05:00:00","h",70,-156.913,"estimated"
"BARG","north slope",2008,"E-6YRRB",1,"2008-06-02 05:00:00","2008-06-05 05:00:00","","2008-06-29 05:00:00","h",70,-153.4075,"estimated"
"BARG","north slope",2009,"E-4YWRR",1,"2009-06-06 05:00:00","2009-06-09 05:00:00","","2009-07-01 05:00:00","h",70,-158.12,"estimated"
"BARG","north slope",2009,"E-6YRRB",1,"2009-06-05 05:00:00","2009-06-08 05:00:00","","2009-07-01 05:00:00","h",70,-153.4075,"estimated"
"BARG","north slope",2009,"E-6YRYY",1,"2009-06-07 05:00:00","2009-06-10 05:00:00","","2009-06-26 16:00:00","p",70,-157,"estimated"
"BARG","seward",2009,"E-4YBBR",1,"2009-05-24 05:00:00","2009-05-27 05:00:00","","2009-06-19 23:00:00","h",64.9875,-164.1175,"estimated"
"BARG","st. michael",2009,"E-6YBRR",1,"2009-05-27 05:00:00","2009-05-30 05:00:00","","2009-06-07 11:00:00","p",63.3135,-164.1369,"estimated"
"BARG","ykd central",2009,"E-4YWRB",1,"2009-05-27 05:00:00","2009-05-30 05:00:00","","2009-06-04 09:00:00","p",61.6527,-164.8186,"estimated"
"BARG","ykd central",2009,"E-4YWRB",2,"2009-06-09 05:00:00","2009-06-12 05:00:00","","2009-07-06 05:00:00","h",61.6527,-164.8186,"estimated"
"BARG","ykd east",2008,"E-6YBRB",1,"2008-05-26 05:00:00","2008-05-29 05:00:00","","2008-06-22 03:00:00","h",60.7403,-161.8875,"estimated"
"BARG","ykd north",2008,"E-6YBYY",1,"2008-05-19 05:00:00","2008-05-22 05:00:00","","2008-05-31 17:00:00","p",62.2994,-165.35,"estimated"
"BARG","ykd north",2008,"E-6YRBY",1,"2008-06-04 05:00:00","2008-06-07 05:00:00","","2008-06-27 05:00:00","p",62.8147,-164.1935,"estimated"
"BARG","ykd south",2008,"E-6YBBY",1,"2008-05-29 05:00:00","2008-06-01 05:00:00","","2008-06-23 17:00:00","h",59.7,-164.004,"estimated"
"BASA","barr",2011,"B302",0,"2011-06-11 23:56:00","2011-06-14 23:56:00","2011-06-17 09:51:00","2011-06-30 03:25:00","p",71.3237,-156.613,"known"
"BASA","barr",2011,"B305",0,"2011-06-25 19:11:00","2011-06-28 19:11:00","2011-07-08 19:10:00","2011-07-15 06:36:00","t",71.3284,-156.668,"known"
"BASA","barr",2011,"B502",0,"2011-06-25 10:48:00","2011-06-28 10:48:00","2011-07-08 10:47:00","2011-07-15 06:36:00","t",71.3266,-156.672,"known"
"BASA","barr",2012,"B301",0,"2012-06-08 05:00:00","2012-06-10 05:00:00","2012-06-09 20:22:00","2012-07-01 20:50:00","fl",71.3243,-156.667,"known"
"BASA","barr",2012,"B302",0,"2012-06-12 02:22:00","2012-06-15 02:22:00","2012-06-14 20:30:00","2012-07-07 06:40:00","h",71.3264,-156.668,"known"
"BASA","barr",2012,"B303",0,"2012-06-17 05:00:00","2012-06-20 05:00:00","2012-06-18 13:55:00","2012-07-11 05:57:00","h",71.3255,-156.668,"known"
"BASA","barr",2012,"B304",0,"2012-06-22 05:00:00","2012-06-25 05:00:00","2012-06-24 19:40:00","2012-07-15 09:40:00","fl",71.328,-156.637,"known"
"BASA","barr",2012,"B401",0,"2012-06-03 09:32:00","2012-06-06 09:32:00","2012-06-13 01:20:00","2012-06-24 02:10:00","p",71.3261,-156.668,"known"
"BASA","barr",2012,"B402",0,"2012-06-20 09:44:00","2012-06-23 09:44:00","2012-06-25 10:14:00","2012-07-13 05:24:00","h",71.3275,-156.631,"known"
"BASA","barr",2012,"B403",0,"2012-06-26 05:00:00","2012-06-29 05:00:00","2012-06-28 10:23:00","2012-07-19 21:58:00","h",71.3274,-156.632,"known"
"BASA","barr",2012,"B501",0,"2012-06-06 20:17:00","2012-06-09 20:17:00","2012-06-09 13:40:00","2012-07-01 08:45:00","fl",71.325,-156.67,"known"
"BASA","barr",2012,"B601",0,"2012-06-24 05:00:00","2012-06-27 05:00:00","2012-06-24 10:14:00","2012-07-19 05:32:00","h",71.327,-156.645,"known"
"BASA","barr",2013,"B501",0,"2013-06-01 17:28:00","2013-06-04 17:28:00","2013-06-06 13:45:00","2013-06-26 12:35:00","h",71.3236,-156.667,"known"
"BASA","barr",2013,"B502",0,"2013-06-17 21:10:00","2013-06-20 21:10:00","2013-06-22 10:15:00","2013-07-12 19:04:00","h",71.3239,-156.68,"known"
"GRPL","pbpn",2013,"BBPL-N2",1,"2013-06-30 05:00:00","2013-07-03 05:00:00","","","u",75.7122,-98.3459,"known"
"GRPL","sois",2012,"BBK02",1,"2012-06-15 05:00:00","2012-06-18 17:00:00","2012-06-30 12:00:00","2012-07-02 17:00:00","p",63.9948,-81.6519,"known"
"BLGO","frie",2012,"1202505403",1,"2012-04-27 05:00:00","2012-04-30 05:00:00","2012-05-01 12:00:00","2012-05-22 18:00:00","h",52.9661,5.4301,"known"
"BLGO","frie",2012,"1206901501",1,"2012-04-24 05:00:00","2012-04-27 05:00:00","2012-04-27 12:00:00","2012-05-19 05:00:00","h",52.9274,5.4379,"known"
"BLGO","frie",2012,"1256400301",1,"2012-04-21 05:00:00","2012-04-24 05:00:00","2012-05-06 12:00:00","2012-05-17 05:00:00","h",52.9992,5.5706,"known"
"BLGO","frie",2012,"1200503301_NL2012",1,"2012-04-24 05:00:00","2012-04-27 05:00:00","2012-04-30 12:00:00","2012-05-20 12:00:00","u",52.9917,5.4086,"known"
"BLGO","frie",2012,"1200503303_NL2012",1,"2012-04-28 05:00:00","2012-05-01 05:00:00","2012-05-01 12:00:00","2012-05-20 05:00:00","u",52.9914,5.4065,"known"
"BLGO","frie",2012,"1200503801_NL2012",1,"2012-04-15 05:00:00","2012-04-18 05:00:00","2012-05-01 12:00:00","2012-05-10 17:00:00","h",52.996,5.4178,"known"
"BLGO","frie",2012,"1200504314_NL2012",1,"2012-05-05 05:00:00","2012-05-15 05:00:00","2012-05-08 12:00:00","2012-05-31 13:00:00","fl",52.9914,5.4065,"known"
"BLGO","frie",2013,"1300504402",1,"2013-04-25 05:00:00","2013-04-28 05:00:00","2013-05-06 12:00:00","2013-05-20 05:00:00","h",53.0016,5.4104,"known"
"BLGO","frie",2013,"1301405505",2,"2013-05-21 05:00:00","2013-05-24 05:00:00","","2013-06-17 20:00:00","h",53.0038,5.4186,"known"
"BLGO","frie",2013,"1301610601",1,"2013-05-08 05:00:00","2013-05-11 05:00:00","2013-05-08 12:00:00","2013-06-03 05:00:00","h",53.0105,5.4334,"known"
"BLGO","frie",2013,"1306901406",1,"2013-04-25 05:00:00","2013-04-28 05:00:00","2013-05-18 12:00:00","2013-05-22 05:00:00","h",52.9274,5.4359,"known"
"BLGO","frie",2013,"1316400401",1,"2013-04-27 05:00:00","2013-04-30 05:00:00","2013-05-01 12:00:00","2013-05-18 05:00:00","d",52.9312,5.4102,"known"
"BLGO","frie",2013,"1316400401",2,"2013-05-27 05:00:00","2013-05-30 05:00:00","","2013-06-25 05:00:00","h",52.9312,5.4102,"known"
"BLGO","frie",2013,"1356400301",1,"2013-04-20 05:00:00","2013-04-23 05:00:00","2013-05-10 12:00:00","2013-05-16 05:00:00","h",52.9993,5.5706,"known"
"BLGO","frie",2013,"1357100305",1,"2013-04-15 05:00:00","2013-04-18 05:00:00","2013-04-25 12:00:00","2013-05-12 05:00:00","h",52.9776,5.5494,"known"
"BLGO","frie",2013,"NA-B319",1,"2013-04-19 05:00:00","2013-04-22 05:00:00","","","u",52.926,5.4309,"known"
"BLGO","frie",2013,"NA-B319",2,"2013-05-11 05:00:00","2013-05-14 05:00:00","","","u",52.926,5.4309,"known"
"BLGO","frie",2014,"1400503203",1,"2014-04-18 05:00:00","2014-04-21 05:00:00","2014-04-24 12:00:00","2014-05-13 05:00:00","h",52.9901,5.4252,"known"
"BLGO","frie",2014,"1400504105",1,"2014-04-15 05:00:00","2014-04-18 05:00:00","2014-04-23 12:00:00","2014-05-12 05:00:00","h",52.9991,5.406,"known"
"BLGO","frie",2014,"1400504702",1,"2014-04-15 05:00:00","2014-04-18 05:00:00","2014-05-01 12:00:00","2014-05-14 05:00:00","h",53.0049,5.409,"known"
"BLGO","frie",2014,"1400601211",1,"2014-04-19 05:00:00","2014-04-22 05:00:00","2014-05-04 12:00:00","2014-05-16 05:00:00","h",52.9806,5.4129,"known"
"BLGO","frie",2014,"1415700101",1,"2014-04-12 05:00:00","2014-04-15 05:00:00","2014-04-18 12:00:00","2014-05-08 05:00:00","d",52.9415,5.4124,"known"
"BLGO","frie",2014,"1415901803",1,"2014-05-14 05:00:00","2014-05-17 05:00:00","2014-05-23 12:00:00","2014-06-12 05:00:00","h",52.9293,5.4318,"known"
"BLGO","frie",2014,"1416400302",2,"2014-05-03 05:00:00","2014-05-06 05:00:00","2014-05-30 05:00:00","2014-05-30 05:00:00","h",52.9312,5.4082,"known"
"BLGO","frie",2014,"1456902201",1,"2014-04-16 05:00:00","2014-04-19 05:00:00","2014-04-28 12:00:00","2014-05-15 05:00:00","h",52.9856,5.5503,"known"
"BLGO","frie",2014,"1457500905",1,"2014-04-20 05:00:00","2014-04-23 05:00:00","2014-05-02 12:00:00","2014-05-17 05:00:00","h",52.965,5.5544,"known"
"BLGO","isla",2013,"BL501_IS2013",0,"2013-06-22 05:00:00","2013-06-25 05:00:00","2013-07-04 13:30:00","2013-07-19 03:45:00","fl",63.9301,-21.1709,"known"
"BLGO","isla",2014,"FR1404_IS2014",1,"2014-06-03 05:00:00","2014-06-06 05:00:00","2014-06-09 12:00:00","2014-07-02 12:30:00","fl",63.9061,-21.1831,"known"
"BLGO","isla",2014,"KA1405_IS2014",1,"2014-05-28 05:00:00","2014-05-31 05:00:00","2014-06-09 12:00:00","2014-06-22 11:00:00","h",63.929,-21.164,"known"
"BLGO","isla",2014,"KA1410_IS2014",1,"2014-06-05 05:00:00","2014-06-08 05:00:00","2014-06-11 12:00:00","2014-07-02 08:00:00","fl",63.9298,-21.1712,"known"
"BLOY","hafj",2005,"101-05A",1,"2005-05-17 05:00:00","2005-05-19 05:00:00","2005-05-18 12:00:00","2005-06-15 05:00:00","h",61.09,-148.14,"known"
"BLOY","hafj",2005,"109-05B",2,"2005-06-19 05:00:00","2005-06-21 05:00:00","2005-06-20 12:00:00","2005-07-17 20:00:00","h",61.02,-148.33,"known"
"BLOY","hafj",2005,"110-05B",2,"2005-06-02 05:00:00","2005-06-04 05:00:00","2005-06-05 12:00:00","2005-06-29 20:00:00","h",60.97,-148.42,"known"
"BLOY","hafj",2005,"114-05A",1,"2005-05-14 05:00:00","2005-05-16 05:00:00","2005-05-20 12:00:00","2005-06-11 20:00:00","h",61.04,-148.39,"known"
"BLOY","hafj",2005,"117-05A",1,"2005-05-12 12:00:00","2005-05-15 05:00:00","2005-05-12 12:00:00","2005-06-13 05:00:00","h",61.06,-148.34,"known"
"BLOY","hafj",2005,"128-05A",2,"2005-06-02 05:00:00","2005-06-05 05:00:00","2005-06-02 12:00:00","2005-06-30 20:00:00","h",60.98,-148.41,"known"
"BLOY","hafj",2006,"110-06A",1,"2006-05-17 05:00:00","2006-05-19 05:00:00","2006-05-17 12:00:00","2006-06-01 01:00:00","p",61.97,-148.42,"known"
"BLOY","hafj",2006,"111-06A",1,"2006-05-12 05:00:00","2006-05-14 05:00:00","2006-05-17 12:00:00","2006-06-09 05:00:00","h",60.99,-148.43,"known"
"BLOY","hafj",2006,"112-06A",1,"2006-05-11 05:00:00","2006-05-13 05:00:00","2006-05-17 12:00:00","2006-06-08 05:00:00","h",61,-148.39,"known"
"BLOY","hafj",2006,"114-06B",2,"2006-06-03 05:00:00","2006-06-05 05:00:00","2006-06-19 12:00:00","2006-07-01 22:00:00","h",61.04,-148.38,"known"
"BLOY","hafj",2006,"115-06B",2,"2006-05-28 05:00:00","2006-05-30 05:00:00","2006-05-28 12:00:00","2006-06-26 05:00:00","h",61.06,-148.37,"known"
"BLOY","hafj",2006,"118-06A",1,"2006-05-14 05:00:00","2006-05-16 05:00:00","2006-05-21 12:00:00","2006-06-11 05:00:00","h",61.07,-148.29,"known"
"BLOY","hafj",2006,"208-06A",1,"2006-06-12 05:00:00","2006-06-14 05:00:00","2006-06-25 12:00:00","2006-07-10 20:00:00","h",61.02,-148.38,"known"
"DUNL","barr",2010,"DUNL124",1,"2010-06-18 05:00:00","2010-06-20 05:00:00","2010-06-23 12:00:00","2010-07-11 05:00:00","h",71.2595,-156.5291,"known"
"DUNL","barr",2010,"DUNL325",1,"2010-06-15 05:00:00","2010-06-18 05:00:00","2010-06-21 12:00:00","2010-07-09 05:00:00","h",71.242,-156.5412,"known"
"DUNL","barr",2010,"DUNL607",1,"2010-06-13 05:00:00","2010-06-16 05:00:00","2010-06-18 12:00:00","2010-07-03 05:00:00","p",71.2637,-156.5245,"known"
"DUNL","barr",2010,"DUNL700",1,"2010-06-17 05:00:00","2010-06-20 05:00:00","2010-06-21 12:00:00","2010-07-09 05:00:00","d",71.2701,-156.5289,"known"
"DUNL","barr",2011,"D301",0,"2011-06-06 02:15:00","2011-06-09 02:15:00","2011-06-16 00:00:00","2011-06-24 21:36:00","p",71.3248,-156.626,"known"
"DUNL","barr",2011,"DUNL108",1,"2011-06-08 05:00:00","2011-06-11 05:00:00","2011-06-12 12:00:00","2011-07-02 05:00:00","h",71.2625,-156.5221,"known"
"DUNL","barr",2011,"DUNL236",1,"2011-06-14 05:00:00","2011-06-17 05:00:00","2011-06-24 12:00:00","2011-07-08 05:00:00","h",71.2595,-156.5328,"known"
"DUNL","barr",2011,"DUNL509",1,"2011-06-12 05:00:00","2011-06-15 05:00:00","2011-06-14 12:00:00","2011-07-05 05:00:00","h",71.2598,-156.5276,"known"
"DUNL","barr",2012,"D1001",0,"2012-06-04 04:25:00","2012-06-07 04:25:00","2012-06-12 00:00:00","2012-06-30 07:00:00","h",71.3232,-156.648,"known"
"DUNL","barr",2012,"D1002",0,"2012-06-10 00:00:00","2012-06-13 00:00:00","2012-06-13 00:00:00","2012-06-19 21:35:00","d",71.3193,-156.661,"known"
"DUNL","barr",2012,"D102",0,"2012-06-07 19:25:00","2012-06-10 19:25:00","2012-06-12 09:02:00","2012-07-02 08:45:00","fl",71.3231,-156.642,"known"
"DUNL","barr",2012,"D103",0,"2012-06-09 17:37:00","2012-06-12 17:37:00","2012-06-12 10:10:00","2012-07-01 07:10:00","fl",71.3209,-156.649,"known"
"DUNL","barr",2012,"D4011",0,"2012-06-06 05:00:00","2012-06-09 05:00:00","2012-06-13 19:07:00","2012-06-30 04:55:00","h",71.3238,-156.616,"known"
"DUNL","barr",2013,"D401",0,"2013-06-04 10:53:00","2013-06-07 10:53:00","2013-06-09 11:32:00","2013-06-14 07:00:00","p",71.3212,-156.609,"known"
"DUNL","barr",2013,"D402",0,"2013-06-02 02:16:00","2013-06-05 02:16:00","2013-06-09 15:05:00","2013-07-11 19:00:00","t",71.3237,-156.62,"known"
"DUNL","barr",2013,"D502",0,"2013-06-08 05:00:00","2013-06-11 05:00:00","2013-06-09 13:23:00","2013-06-21 18:15:00","p",71.3209,-156.631,"known"
"DUNL","barr",2013,"D505",0,"2013-06-06 17:28:00","2013-06-09 17:28:00","2013-06-11 07:27:00","2013-06-30 08:15:00","fl",71.3192,-156.656,"known"
"DUNL","barr",2013,"D507",0,"2013-06-18 20:27:00","2013-06-21 20:27:00","2013-06-24 07:47:00","2013-07-03 13:45:00","p",71.3186,-156.637,"known"
"DUNL","barr",2013,"D601",0,"2013-06-01 02:12:00","2013-06-04 02:12:00","2013-06-08 15:01:00","2013-06-14 04:45:00","p",71.3187,-156.641,"known"
"DUNL","barr",2013,"D602",0,"2013-06-01 20:53:00","2013-06-04 20:53:00","2013-06-09 09:42:00","2013-06-14 00:57:00","p",71.3219,-156.62,"known"
"DUNL","barr",2013,"D604",0,"2013-06-08 05:00:00","2013-06-11 05:00:00","2013-06-10 15:10:00","2013-06-14 18:38:00","p",71.3234,-156.636,"known"
"DUNL","barr",2013,"D606",0,"2013-06-04 04:58:00","2013-06-07 04:58:00","2013-06-11 09:06:00","2013-06-28 15:11:00","h",71.3221,-156.653,"known"
"DUNL","barr",2013,"D607",0,"2013-05-30 00:32:00","2013-06-02 00:32:00","2013-06-11 10:18:00","2013-06-27 18:55:00","h",71.319,-156.661,"known"
"DUNL","barr",2013,"D702",0,"2013-06-08 05:00:00","2013-06-11 05:00:00","2013-06-10 16:00:00","2013-06-13 11:55:00","p",71.3233,-156.623,"known"
"DUNL","barr",2013,"D801",0,"2013-06-04 11:26:00","2013-06-07 11:26:00","2013-06-09 12:05:00","2013-06-28 13:15:00","fl",71.3198,-156.635,"known"
"DUNL","barr",2013,"D802",0,"2013-06-16 02:23:00","2013-06-19 02:23:00","2013-06-21 13:43:00","2013-07-11 18:45:00","t",71.3171,-156.664,"known"
"DUNL","bely",2013,"13D03",1,"2013-06-06 05:00:00","2013-06-10 05:00:00","2013-06-06 12:00:00","2013-07-02 05:00:00","h",67.347,-174.4285,"known"
"DUNL","bely",2013,"13D04",1,"2013-06-05 05:00:00","2013-06-08 05:00:00","2013-06-07 12:00:00","2013-06-28 05:00:00","h",67.0568,-174.6072,"known"
"DUNL","bely",2013,"13D06",1,"2013-06-11 05:00:00","2013-06-14 05:00:00","2013-06-14 12:00:00","2013-07-04 05:00:00","h",67.072,-174.5203,"known"
"DUNL","bely",2013,"13D10",1,"2013-06-10 05:00:00","2013-06-13 05:00:00","2013-06-20 12:00:00","2013-07-04 05:00:00","h",67.347,-174.4285,"known"
"DUNL","bely",2014,"14D04",1,"2014-06-09 05:00:00","2014-06-12 05:00:00","2014-06-15 12:00:00","2014-07-03 05:00:00","h",67.072,-174.5203,"known"
"DUNL","bely",2014,"14D09",1,"2014-06-08 05:00:00","2014-06-11 05:00:00","2014-06-26 12:00:00","2014-07-02 05:00:00","h",67.0662,-174.5637,"known"
"DUNL","bely",2014,"E106",1,"2014-06-12 05:00:00","2014-06-15 05:00:00","","","u",67.0679,-174.5446,"known"
"DUNL","boba",2014,"2014_HT15",1,"2014-05-27 05:00:00","2014-06-01 05:00:00","2014-06-10 12:00:00","2014-06-22 05:00:00","h",64.9491,24.8207,"known"
"DUNL","boba",2014,"2014_HT6",1,"2014-05-03 05:00:00","2014-05-08 05:00:00","2014-05-17 12:00:00","2014-05-29 05:00:00","h",64.9472,24.8066,"known"
"DUNL","boba",2014,"2014_IM4",1,"2014-05-21 05:00:00","2014-05-24 05:00:00","2014-06-05 12:00:00","2014-06-25 05:00:00","p",64.9378,24.7774,"known"
"DUNL","boba",2014,"2014_PN10",1,"2014-05-09 05:00:00","2014-05-14 05:00:00","2014-05-22 12:00:00","2014-06-04 05:00:00","h",64.8699,25.2598,"known"
"DUNL","boba",2014,"2014_PN13",1,"2014-05-07 05:00:00","2014-05-11 05:00:00","","2014-05-17 20:00:00","p",64.8723,25.2417,"known"
"DUNL","boba",2014,"2014_PN19",1,"2014-05-06 05:00:00","2014-05-10 05:00:00","","2014-05-16 13:00:00","d",64.8733,25.2631,"known"
"DUNL","boba",2014,"2014_PN19",2,"2014-05-21 05:00:00","2014-05-24 05:00:00","2014-06-12 12:00:00","2014-06-15 05:00:00","h",64.8733,25.2631,"known"
"DUNL","boba",2014,"2014_PN3",1,"2014-05-07 05:00:00","2014-05-11 05:00:00","2014-05-15 12:00:00","2014-06-02 05:00:00","h",64.873,25.2505,"known"
"DUNL","boba",2014,"2014_PN8",1,"2014-05-14 05:00:00","2014-05-19 05:00:00","2014-05-19 12:00:00","2014-06-09 05:00:00","h",64.8684,25.2684,"known"
"DUNL","boba",2014,"2014_SL1",1,"2014-05-21 05:00:00","2014-05-26 05:00:00","2014-05-29 12:00:00","2014-06-16 05:00:00","h",64.8838,24.9432,"known"
